date,amfi_code,nav_value,benchmark_value
2022-08-29,120503,97.35312079212197,118.01977035525466
2022-08-30,120503,96.44873722592968,117.71887933041295
2022-08-31,120503,96.40772524441124,119.23479486703069
2022-09-01,120503,96.85060533728999,118.47945362071164
2022-09-02,120503,97.22060269683507,118.85739616119638
2022-09-05,120503,98.23424404632758,117.91206736324702
2022-09-06,120503,98.29868794058832,120.48862187477458
2022-09-07,120503,100.0624031964966,119.10589635502922
2022-09-08,120503,99.79464801302088,119.52255344758065
2022-09-09,120503,103.10204523121558,120.32786878021018
2022-09-12,120503,103.92768725209874,120.87391556271739
2022-09-13,120503,102.91066226633671,120.69830068060247
2022-09-14,120503,101.63964252317163,120.58988862236481
2022-09-15,120503,102.2789222301845,120.6909567830772
2022-09-16,120503,102.0557952971994,120.56181504353474
2022-09-19,120503,102.98123785405393,121.77210992758569
2022-09-20,120503,103.61754362951332,124.5126192710291
2022-09-21,120503,103.57879616491152,123.86827669500344
2022-09-22,120503,102.57806707598355,122.22107266076003
2022-09-23,120503,100.76467490683723,122.16206182336254
2022-09-26,120503,100.27514203645774,125.36235276402022
2022-09-27,120503,101.35578573636361,124.4049923581529
2022-09-28,120503,101.66685930512247,126.49389749165003
2022-09-29,120503,100.19788854502008,128.66668419862114
2022-09-30,120503,100.45621584657131,128.00586723758144
2022-10-03,120503,100.97093426490432,128.7854013094227
2022-10-04,120503,99.95049279895423,130.93405259595164
2022-10-05,120503,100.18484684649162,130.49001890119962
2022-10-06,120503,100.30491884842661,130.27656285838341
2022-10-07,120503,98.97932479221008,129.57087958203124
2022-10-10,120503,99.4537770707637,128.30787871228745
2022-10-11,120503,100.17276963054103,127.52612761874293
2022-10-12,120503,101.5247629275243,126.01629444322202
2022-10-13,120503,102.85936935105265,126.10965168471733
2022-10-14,120503,101.21032460738022,125.18908498563759
2022-10-17,120503,100.12191884910703,125.531835063428
2022-10-18,120503,100.7907756392663,123.62890344110198
2022-10-19,120503,101.46258964114591,124.08741860526852
2022-10-20,120503,102.14041780046202,125.17135814449844
2022-10-21,120503,106.91372325890387,122.72584070613861
2022-10-24,120503,107.6996124813899,123.23399511248303
2022-10-25,120503,109.22106204036616,124.79619425671005
2022-10-26,120503,110.52603760095168,123.33652677891803
2022-10-27,120503,111.44524894696923,125.44875407941846
2022-10-28,120503,111.07934845799153,126.02458770765585
2022-10-31,120503,112.14655781036527,125.1865092582293
2022-11-01,120503,111.16259483807708,125.16676850036741
2022-11-02,120503,110.90227168552225,125.91567496183889
2022-11-03,120503,110.3117877807939,126.06174393342795
2022-11-04,120503,110.47532386694895,126.79133383062506
2022-11-07,120503,113.5991133864184,125.67471603526566
2022-11-08,120503,111.11047689908268,125.93782965636208
2022-11-09,120503,112.08104050188466,124.20780343328515
2022-11-10,120503,109.96802254761353,124.11933510701189
2022-11-11,120503,109.40023759019051,123.04705868648713
2022-11-14,120503,110.88451515737212,122.1912295498466
2022-11-15,120503,111.0254893199713,123.75050349083791
2022-11-16,120503,109.64511636865153,125.15050546111613
2022-11-17,120503,108.75878422554702,125.96290510057224
2022-11-18,120503,109.70011031689843,124.63738137144651
2022-11-21,120503,108.79350477120306,124.29287311785751
2022-11-22,120503,109.13049298677014,125.85038425213544
2022-11-23,120503,109.24473756152373,126.07907568620237
2022-11-24,120503,108.44515302267415,129.05369656260285
2022-11-25,120503,111.28937973725279,129.61290925220646
2022-11-28,120503,112.19160588469043,129.91367486298327
2022-11-29,120503,109.52125370032167,129.56405577467646
2022-11-30,120503,109.82106285090842,129.78890240934044
2022-12-01,120503,109.00383626703936,129.64292904316054
2022-12-02,120503,110.17336022902921,130.6127990440457
2022-12-05,120503,109.18067083549185,131.91461983814793
2022-12-06,120503,109.084937151126,130.93055067728622
2022-12-07,120503,109.80051768677797,129.23993226066645
2022-12-08,120503,110.99614236774012,126.9185176532053
2022-12-09,120503,109.45290118835138,127.61402012219082
2022-12-12,120503,109.068282070379,126.25701524741544
2022-12-13,120503,108.50119858142571,123.58934264931021
2022-12-14,120503,107.70480512308605,124.1190201293856
2022-12-15,120503,110.04043238448602,127.26295431030525
2022-12-16,120503,110.6302249516617,127.30613347065017
2022-12-19,120503,109.01163755806522,128.4245061085009
2022-12-20,120503,110.26683498365237,128.5809648605108
2022-12-21,120503,113.13000976737051,128.5052439762346
2022-12-22,120503,114.58820843238166,129.7377075506167
2022-12-23,120503,112.55627994846218,129.4130070944036
2022-12-26,120503,111.95851505804299,129.81081273162113
2022-12-27,120503,113.71659220725296,130.28033559347662
2022-12-28,120503,112.80776538288504,129.46205724263987
2022-12-29,120503,113.46496460064873,130.79816049996515
2022-12-30,120503,114.57642298835886,130.62163562079235
2023-01-02,120503,113.35925866634508,129.68671758658616
2023-01-03,120503,113.33496529285807,130.43437427927614
2023-01-04,120503,108.98344571760528,129.3146369388391
2023-01-05,120503,107.69824190162637,129.4028051549517
2023-01-06,120503,107.42567727219254,129.4427660395541
2023-01-09,120503,105.87086266989154,130.90015640268317
2023-01-10,120503,107.99769561697839,131.57389719452487
2023-01-11,120503,106.198270786072,131.59359780843246
2023-01-12,120503,105.69058635879107,132.72236334233835
2023-01-13,120503,105.90924823126151,134.62056860209466
2023-01-16,120503,107.79393290186663,135.42534423566747
2023-01-17,120503,105.99050312775078,135.49353444442204
2023-01-18,120503,107.52291011504506,133.77027858086606
2023-01-19,120503,107.58987503210511,132.3989811779996
2023-01-20,120503,106.37646525231102,132.04782637160164
2023-01-23,120503,107.01953669501243,131.29579788772926
2023-01-24,120503,107.328685780099,131.10283074280855
2023-01-25,120503,106.60930425968719,131.22954153025944
2023-01-26,120503,106.751907532417,131.97714671993288
2023-01-27,120503,106.31168794862515,131.93689530286602
2023-01-30,120503,106.50966243962077,132.63154522544886
2023-01-31,120503,107.40919704645044,132.77011125617676
2023-02-01,120503,109.50713515766574,130.20039014270264
2023-02-02,120503,107.93529317568115,129.0294519512592
2023-02-03,120503,110.75201581403344,128.89514834856215
2023-02-06,120503,108.21301991582328,127.38746857455176
2023-02-07,120503,108.07002494363707,128.2026575843752
2023-02-08,120503,108.88701341826359,130.21640189546852
2023-02-09,120503,109.30861330824257,131.85551628718153
2023-02-10,120503,108.54647056266514,131.6268222942532
2023-02-13,120503,108.32965256928438,133.64166846621637
2023-02-14,120503,107.74293795595393,133.89380680387407
2023-02-15,120503,107.03481073964151,133.49602708766386
2023-02-16,120503,108.17957214091511,132.73055731262184
2023-02-17,120503,108.69712331721813,132.38217983496946
2023-02-20,120503,107.84766452219196,131.92125577290452
2023-02-21,120503,109.06582530129224,132.1988394958122
2023-02-22,120503,109.52254872425206,132.46399597109067
2023-02-23,120503,110.64563077081387,132.52101644949238
2023-02-24,120503,111.5369417505929,133.15305975987584
2023-02-27,120503,110.48314740253122,134.7917029295748
2023-02-28,120503,109.79570220299826,136.1255398001462
2023-03-01,120503,110.83519556761559,134.15866464103243
2023-03-02,120503,111.70241925825508,130.7860216163193
2023-03-03,120503,111.73025336453844,132.06029586604478
2023-03-06,120503,111.94342671038497,130.30801593113384
2023-03-07,120503,113.71571266320566,130.0672518018003
2023-03-08,120503,112.9653189746657,128.59734484655073
2023-03-09,120503,113.76343799624196,126.33148478710719
2023-03-10,120503,113.54429413989857,127.06605528513191
2023-03-13,120503,113.30446878415302,128.08151022293606
2023-03-14,120503,114.85507694886587,127.39433959918213
2023-03-15,120503,116.05014358667476,124.14445611820828
2023-03-16,120503,117.2410635792723,123.51598170129661
2023-03-17,120503,119.13635279703362,124.04932865759508
2023-03-20,120503,119.2259488264744,122.26436851655431
2023-03-21,120503,120.26123968157974,122.53745811199137
2023-03-22,120503,119.87361352406158,122.56771279521878
2023-03-23,120503,120.39985823549206,123.32676422181505
2023-03-24,120503,120.27202770105538,123.52356952651347
2023-03-27,120503,120.47215453156785,122.37100946459334
2023-03-28,120503,121.39278879850146,123.88421449393165
2023-03-29,120503,120.26157210581678,123.73737506344418
2023-03-30,120503,123.34130829060739,123.7530840930068
2023-03-31,120503,121.91397694478552,122.64763744443907
2023-04-03,120503,120.19861518270562,122.15302129111993
2023-04-04,120503,121.92915436896989,121.1210692519867
2023-04-05,120503,123.14844009999871,120.96004356267906
2023-04-06,120503,124.13232690291434,123.07891090335039
2023-04-07,120503,125.13036894833347,121.43962148232119
2023-04-10,120503,125.17454481435051,119.52869447694776
2023-04-11,120503,123.88937119635659,121.33497664072391
2023-04-12,120503,124.06401243053602,121.12952779660446
2023-04-13,120503,123.11790764881702,120.36753495876853
2023-04-14,120503,124.62012301806702,121.66738961089139
2023-04-17,120503,124.46251737189391,120.97921994846
2023-04-18,120503,123.291827120225,123.23670394407156
2023-04-19,120503,122.87798206224949,124.12145212467183
2023-04-20,120503,123.54830325925764,123.56549798064931
2023-04-21,120503,122.77431086683308,126.28061281654055
2023-04-24,120503,121.62432751291061,125.56622454497732
2023-04-25,120503,122.04079919532147,126.54827217595039
2023-04-26,120503,122.4605705882901,126.97764107407603
2023-04-27,120503,121.7768342674428,128.6813525126715
2023-04-28,120503,121.14938404045373,130.74219878126146
2023-05-01,120503,121.54731121620401,130.8363385889638
2023-05-02,120503,119.49595577433267,129.9029287685635
2023-05-03,120503,117.53746900497732,130.55240722526833
2023-05-04,120503,116.58290835483267,129.71985445881145
2023-05-05,120503,116.3425883322906,132.38350540777876
2023-05-08,120503,116.8348211174219,132.6172090673493
2023-05-09,120503,118.96171428428192,132.18577670550457
2023-05-10,120503,120.24553905000634,132.48277211291642
2023-05-11,120503,120.07487908252754,130.75105496953077
2023-05-12,120503,120.10751609569452,129.53295978593385
2023-05-15,120503,118.72263411214668,131.13970463449064
2023-05-16,120503,118.75562028995444,130.33071129914046
2023-05-17,120503,118.40364007149522,129.01839705326194
2023-05-18,120503,118.9213745186829,129.76238519113616
2023-05-19,120503,117.80032991572268,131.3528881376137
2023-05-22,120503,118.59338036929886,132.3497952307883
2023-05-23,120503,120.83394932648197,133.72100222144562
2023-05-24,120503,120.73666328193669,132.76249664513645
2023-05-25,120503,121.37904760870725,130.92797030506117
2023-05-26,120503,122.44496537763281,132.94600717119533
2023-05-29,120503,121.9166587388553,132.57019561237675
2023-05-30,120503,122.30546434779461,132.29069387004682
2023-05-31,120503,122.38509851306696,134.10068739378826
2023-06-01,120503,122.58974024964276,134.90023593484258
2023-06-02,120503,121.5138782964083,135.5691897093527
2023-06-05,120503,121.61037515153961,138.55849352140734
2023-06-06,120503,122.39792144739359,137.72226775326558
2023-06-07,120503,124.5905239439067,139.05519912588517
2023-06-08,120503,126.08701186379139,139.1901009198891
2023-06-09,120503,129.4079154745053,139.61963082426985
2023-06-12,120503,128.28100924954916,141.80952065082226
2023-06-13,120503,129.68797581418676,142.5864039107704
2023-06-14,120503,130.03814684536488,143.41097549384426
2023-06-15,120503,133.5202609034936,145.00643311872082
2023-06-16,120503,132.29193065856376,144.53523075628877
2023-06-19,120503,131.0250155392739,143.38009121937378
2023-06-20,120503,130.1481028788424,141.93939488040576
2023-06-21,120503,126.89612493950494,139.20513599420664
2023-06-22,120503,126.15897770294941,142.12316398016034
2023-06-23,120503,125.07280038553048,140.61209861109495
2023-06-26,120503,125.36105885014518,140.3572340871623
2023-06-27,120503,125.93785407147173,140.0248494894877
2023-06-28,120503,128.83619415085533,140.51130519521132
2023-06-29,120503,130.37000012963642,141.71371272159138
2023-06-30,120503,129.5326539737393,142.98980713401963
2023-07-03,120503,128.2009318597418,142.21326175202154
2023-07-04,120503,129.02180627991333,142.0324778164508
2023-07-05,120503,127.04225070608697,142.49064611306844
2023-07-06,120503,129.89784355571433,142.19328077898885
2023-07-07,120503,131.80127321690964,144.5356954992992
2023-07-10,120503,131.12511847380082,145.30314383857663
2023-07-11,120503,128.4950614159745,146.42906562261376
2023-07-12,120503,130.6468999130958,147.45828809675984
2023-07-13,120503,130.532652054667,149.24765587350942
2023-07-14,120503,132.53682373219542,149.57752536884982
2023-07-17,120503,130.06724761325313,147.69758724305234
2023-07-18,120503,129.196772522775,148.3469957391894
2023-07-19,120503,129.2695005379924,147.4400661540048
2023-07-20,120503,129.40701318295277,146.71964939519347
2023-07-21,120503,128.77281714873337,147.63864848744856
2023-07-24,120503,129.79967724269915,149.525888337957
2023-07-25,120503,128.20165563550162,149.61750520737027
2023-07-26,120503,128.04671703482026,150.13942045816054
2023-07-27,120503,128.29558192190973,152.75517187917137
2023-07-28,120503,129.15173246781623,153.18403688105536
2023-07-31,120503,130.3191838663108,157.2306737169621
2023-08-01,120503,128.6255941836438,158.18272061220978
2023-08-02,120503,126.32199081965862,155.46077126449538
2023-08-03,120503,128.32193597226473,156.69410626742675
2023-08-04,120503,128.89781506866603,157.35403663458914
2023-08-07,120503,127.80452462615493,159.44645627039793
2023-08-08,120503,130.24735777872291,160.58359866177923
2023-08-09,120503,130.49327724335626,160.4254944996002
2023-08-10,120503,132.40520813468612,158.52557819768296
2023-08-11,120503,132.578688321762,158.25763310178175
2023-08-14,120503,135.92351274803465,156.9749226151443
2023-08-15,120503,138.85457962490835,156.12643634809663
2023-08-16,120503,138.509169168576,157.10781341057225
2023-08-17,120503,140.1932815756204,159.79420698876763
2023-08-18,120503,141.34910668307612,160.4887869128542
2023-08-21,120503,143.74123941284324,158.63372420846278
2023-08-22,120503,142.14871850260192,159.40246746867396
2023-08-23,120503,143.39004889224063,161.3736885718817
2023-08-24,120503,145.28295438370404,160.4542088823295
2023-08-25,120503,142.28941743794996,160.3033543813309
2023-08-28,120503,140.34018017332045,160.39102139193238
2023-08-29,120503,136.97611572850207,159.19627137924851
2023-08-30,120503,136.6017761655712,160.29198816656086
2023-08-31,120503,137.84628761304097,160.1622347697734
2023-09-01,120503,140.400342864456,160.89823220142705
2023-09-04,120503,140.59537822679306,159.5346322692981
2023-09-05,120503,143.41338573929403,158.90054863145335
2023-09-06,120503,141.10999215872766,160.11197679170562
2023-09-07,120503,138.2961757628784,159.57907105247332
2023-09-08,120503,138.27313943880185,162.3987755521046
2023-09-11,120503,138.979547233019,161.8147307902242
2023-09-12,120503,138.99451019119132,162.24302966664246
2023-09-13,120503,135.61565022176265,163.82099049853335
2023-09-14,120503,135.53842518159774,161.5629381021501
2023-09-15,120503,133.4845254926383,158.78274882639326
2023-09-18,120503,134.62395882437693,156.42378289200596
2023-09-19,120503,135.28350569004067,158.46133422193668
2023-09-20,120503,133.82534465382685,157.65023697463187
2023-09-21,120503,133.06703631832838,161.74630430556104
2023-09-22,120503,131.44221298625482,160.89835318932205
2023-09-25,120503,131.40906994170513,161.25965253823122
2023-09-26,120503,132.98094684466435,163.81095755051493
2023-09-27,120503,131.4744439224329,167.16268190298135
2023-09-28,120503,132.3354119684591,170.67561164197383
2023-09-29,120503,131.55951734992257,172.80626834157053
2023-10-02,120503,130.37357750300993,174.64503508524638
2023-10-03,120503,130.2713171206169,175.74971199760242
2023-10-04,120503,128.71810420861027,177.18797923206574
2023-10-05,120503,127.92728699294614,176.28221959118028
2023-10-06,120503,126.15235540906997,174.91039332664963
2023-10-09,120503,129.18968802576012,174.97445520725017
2023-10-10,120503,129.30895111710788,174.74666537322355
2023-10-11,120503,128.28783633456558,174.0245631366373
2023-10-12,120503,128.68139248993873,175.30605817506694
2023-10-13,120503,128.57227882798495,177.05088850302303
2023-10-16,120503,128.2956381878346,177.27823403610182
2023-10-17,120503,129.30532491175796,179.96848456476323
2023-10-18,120503,130.54537494106378,177.98579136144218
2023-10-19,120503,129.77959397387656,177.71229935684147
2023-10-20,120503,128.94773028118007,176.5095028483379
2023-10-23,120503,128.58659664162838,173.28549214619937
2023-10-24,120503,125.098935440221,173.21153270968549
2023-10-25,120503,122.88689944150617,173.06993659746283
2023-10-26,120503,124.96399417905857,175.75849108316544
2023-10-27,120503,127.49321700544468,176.9374995779485
2023-10-30,120503,127.17595874394733,175.19610401980478
2023-10-31,120503,128.1194369378847,178.51448040255102
2023-11-01,120503,128.66202299091702,180.76560815181918
2023-11-02,120503,133.4799744027776,181.89014684879274
2023-11-03,120503,135.34000435622235,181.5509506475451
2023-11-06,120503,135.19992594974153,179.88169997264708
2023-11-07,120503,133.71725795098246,179.28412077642614
2023-11-08,120503,131.2064014160745,181.30778781503884
2023-11-09,120503,131.59235339455654,184.79721267092006
2023-11-10,120503,130.46378987648956,187.7230025809598
2023-11-13,120503,128.3023904619877,186.88040896931534
2023-11-14,120503,127.37105949734406,184.8628154946808
2023-11-15,120503,125.78165004568149,185.19720690356348
2023-11-16,120503,128.3910783753467,181.9961854755194
2023-11-17,120503,129.8136100641342,182.65713686221437
2023-11-20,120503,129.8660973809536,182.4605930588915
2023-11-21,120503,132.2373652655576,181.68324433093534
2023-11-22,120503,132.42625572209087,178.85860935861245
2023-11-23,120503,131.12378914721802,179.84877081063084
2023-11-24,120503,133.5859646460271,178.96265440672525
2023-11-27,120503,134.5166474448667,176.94052524494964
2023-11-28,120503,132.90958326552823,171.92910560845488
2023-11-29,120503,132.67246404456014,171.95057112053567
2023-11-30,120503,131.34475510171504,175.06674809115032
2023-12-01,120503,129.23094557504714,178.04508727466032
2023-12-04,120503,130.73185065068938,177.30246788060194
2023-12-05,120503,133.79267542887732,176.30565202285814
2023-12-06,120503,131.6141545969597,177.20264979235566
2023-12-07,120503,132.56909831607172,175.5043653988899
2023-12-08,120503,131.60032168065533,176.10422510365288
2023-12-11,120503,130.8968515550687,177.5237665316156
2023-12-12,120503,130.0317899860876,179.77287411009547
2023-12-13,120503,128.74865068532554,179.66473339791304
2023-12-14,120503,128.88799014019162,179.37066939101524
2023-12-15,120503,127.66724025033001,177.86757441576987
2023-12-18,120503,128.14541558910528,176.46796941648492
2023-12-19,120503,128.1322348959346,176.13889390255594
2023-12-20,120503,127.82889764615442,176.8564230004025
2023-12-21,120503,126.50065774542767,178.54289866064036
2023-12-22,120503,125.68836464207318,177.1802968401278
2023-12-25,120503,126.89053547846234,179.89591899624497
2023-12-26,120503,127.71672054821785,179.48013707013223
2023-12-27,120503,126.28237710824739,179.5135790757755
2023-12-28,120503,126.49604533264045,178.2440380788954
2023-12-29,120503,127.69986335075157,173.99427196148213
2024-01-01,120503,125.20551936711226,175.6020580214741
2024-01-02,120503,126.08450246787994,176.96621189238263
2024-01-03,120503,125.14498567547288,176.53914365629814
2024-01-04,120503,126.06444891480102,176.72802415227864
2024-01-05,120503,124.97284299987392,177.71052454721473
2024-01-08,120503,122.32859445257832,175.00480031846973
2024-01-09,120503,120.00061900374656,174.14893465702775
2024-01-10,120503,120.12986199361796,175.60179770880902
2024-01-11,120503,120.56433206407604,173.4694836523359
2024-01-12,120503,119.31627427154625,174.04810487494674
2024-01-15,120503,120.2902660841927,171.75661919487132
2024-01-16,120503,117.95203493250008,172.62644621128834
2024-01-17,120503,117.91747998934576,172.63397016550567
2024-01-18,120503,116.26283898731327,169.91475757636798
2024-01-19,120503,115.41155860943668,171.961787529921
2024-01-22,120503,115.53490864313314,170.76735543842682
2024-01-23,120503,114.39978274281377,169.4520157215373
